,run_no,loc,x_1,y_1,x_2,y_2,pix_dist
0,3,A,0.0,0.0,0.0,0.0,0.0
0,3,B,1193.2350993377484,3158.830945558739,1274.9379310344827,3137.5793103448277,-21.251635213911413
