,run_no,loc,x_1,y_1,x_2,y_2,pix_dist
0,3,C,313.0,448,363.0,448,50.0
1,3,D,219.0,1595,259.0,1595,40.0
2,3,E,223.0,2820,258.0,2820,35.0
