,run_no,loc,x_1,y_1,x_2,y_2,pix_dist
0,1,A,0.0,0.0,0.0,0.0,0.0
0,1,B,1201.939909297052,3161.741405082212,1293.2680965147454,3140.378016085791,-21.363388996421236
