,run_no,loc,x_1,y_1,x_2,y_2,pix_dist
0,1,A,3300.0,493.0,3300.0,538.0,45.0
0,1,B,3170.4418604651164,3122.1962025316457,3221.8646153846153,3173.0984615384614,50.90225900681571
