,run_no,loc,x_1,y_1,x_2,y_2,pix_dist
0,2,A,3301.0,493.0,3301.0,537.0,44.0
0,2,B,3164.8708010335918,3123.283088235294,3221.384393063584,3174.115606936416,50.8325187011219
