,run_no,loc,x_1,y_1,x_2,y_2,pix_dist
0,1,C,4425.0,540,4464.0,540,39.0
1,1,D,4222.0,1690,4258.0,1690,36.0
2,1,E,4254.0,2890,4285.0,2890,31.0
