,run_no,loc,x_1,y_1,x_2,y_2,pix_dist
0,3,A,3302.0,492.0,3302.0,540.0,48.0
0,3,B,3176.1880597014924,3118.5656108597286,3219.42,3175.316,56.75038914027118
