,run_no,loc,x_1,y_1,x_2,y_2,pix_dist
0,1,A,1480.0,262.0,1480.0,316.0,54.0
0,1,B,2179.268493150685,3239.4317343173434,2258.5223214285716,3257.0,17.5682656826566
