,run_no,loc,x_1,y_1,x_2,y_2,pix_dist
0,2,C,2346.0,550,2376.0,550,30.0
1,2,D,2250.0,1600,2282.0,1600,32.0
2,2,E,2291.0,2642,2318.0,2642,27.0
