,run_no,loc,x_1,y_1,x_2,y_2,pix_dist
0,2,A,1478.0,263.0,1478.0,315.0,52.0
0,2,B,2179.6794871794873,3238.9417808219177,2259.3037974683543,3258.8322784810125,19.890497659094763
