,run_no,loc,x_1,y_1,x_2,y_2,pix_dist
0,2,C,2695.0,510,2725.0,510,30.0
1,2,D,2586.0,1556,2618.0,1556,32.0
2,2,E,2596.0,2592,2625.0,2592,29.0
