,run_no,loc,x_1,y_1,x_2,y_2,pix_dist
0,3,A,1978.0,181.0,1978.0,239.0,58.0
0,3,B,2928.6894273127755,3187.1,3011.391930835735,3214.798270893372,27.698270893371955
