,run_no,loc,x_1,y_1,x_2,y_2,pix_dist
0,2,A,1956.0,181.0,1956.0,236.0,55.0
0,2,B,2931.1122661122663,3196.710997442455,3012.585062240664,3213.0414937759338,16.33049633347855
