,run_no,loc,x_1,y_1,x_2,y_2,pix_dist
0,1,A,1980.0,181.0,1980.0,236.0,55.0
0,1,B,2930.1983805668015,3197.8822115384614,3010.79180887372,3214.839590443686,16.957378905224687
